model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,cls_token_is_first,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00000133,TRUE,1670068417,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,1,0.3,2,7,1,pair-one2one,2,0,1,2,0.2,StaticTarget,1,word,2,class,1,0,2,0.2,StaticTarget,0,character,0,None,0.100305479,0.127179732,0.107702671,0.01947706,40,10419.80883,719.9651945,93.81910564,91.35127612,84.47546897,98.22708326,84.14038302,98.45714763,100,100,1
id-00000134,TRUE,1683975656,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,0,0.1,None,None,1,pair-one2one,2,0,1,2,0.2,StaticTarget,1,word,1,spatial,1,0,2,0.2,StaticTarget,1,word,2,class,0.095802629,0.188567557,0.114106672,0.074460885,51,6259.052679,316.6281149,94.4206802,88.16436411,80.65336687,95.67536136,81.10615905,95.64276588,100,100,1
id-00000135,TRUE,1241781038,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,0,1,1,0.1,StaticTarget,1,word,2,class,1,0,0,0.05,StaticTarget,0,character,0,None,0.077237133,0.136594738,0.101551769,0.035042969,42,4882.831865,505.5901346,91.50261936,90.42836477,82.83064602,98.02608353,82.33107545,97.74350232,100,100,1
id-00000136,TRUE,1620102787,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,1,0,1,0.1,StaticTarget,1,word,2,class,0,1,2,0.2,StaticTarget,0,character,0,None,0.081956334,0.137082281,0.108932375,0.028149905,45,3503.032958,311.2472374,92.87669839,92.58700708,86.75709623,98.41691793,87.0163341,98.5184194,100,100,1
id-00000137,TRUE,302104680,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,TRUE,0,2,0,0.01,1,0.3,1,3,1,pair-one2one,2,1,0,1,0.1,StaticTarget,0,character,2,class,0,1,0,0.05,StaticTarget,2,phrase,1,spatial,0.125593402,0.15298222,0.132094534,0.020887686,71,448.0154915,14.83287621,88.48907591,90.832674,81.98113748,99.68421053,82.62204908,95.2370812,100,100,1
id-00000138,TRUE,505456940,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,0,0.1,0,1,1,pair-one2one,2,1,0,1,0.1,StaticTarget,0,character,0,None,0,1,0,0.05,StaticTarget,2,phrase,0,None,0.062202812,0.098863407,0.077330444,0.021532963,48,2615.152843,231.030791,94.44674235,91.63035146,85.12771889,98.13298403,85.41341323,97.8533697,100,100,1
id-00000139,TRUE,659782544,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,1,0.3,None,None,1,pair-one2one,2,1,0,0,0.05,StaticTarget,2,phrase,2,class,0,1,2,0.2,StaticTarget,0,character,1,spatial,0.049891619,0.098782648,0.088677804,0.010104844,61,14843.9919,525.2629848,94.42106176,91.85746234,84.1643503,99.55057437,83.97315436,99.52707234,100,100,1
id-00000140,TRUE,1778688109,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,1,0.02,0,0.1,None,None,1,pair-one2one,2,0,1,2,0.2,StaticTarget,1,word,0,None,1,0,2,0.2,StaticTarget,0,character,1,spatial,0.073106332,0.116953418,0.102779859,0.014173559,55,10379.78131,521.1988454,95.75196029,90.49483515,82.72609695,98.26357336,82.33820833,98.3759234,100,100,1
id-00000141,FALSE,1561345099,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.077828759,0.094189087,0.094189087,None,32,262.3171096,34.67633152,82.71468265,81.73300318,81.73300318,None,81.47559486,None,100,None,1
id-00000142,FALSE,1938316819,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.080764033,0.093683749,0.093683749,None,34,6955.360512,781.4928112,87.91111127,86.16722063,86.16722063,None,85.94353111,None,100,None,1
id-00000143,FALSE,212642898,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,2,0.05,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.189309527,0.139682966,0.139682966,None,44,2813.856245,217.0962303,75.42935447,84.74353655,84.74353655,None,84.85785762,None,100,None,1
id-00000144,FALSE,563645550,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.100694517,0.067177228,0.067177228,None,39,1681.132274,138.9797993,76.88592348,86.1645991,86.1645991,None,85.87047194,None,100,None,1
id-00000145,FALSE,570511798,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,TRUE,0,2,2,0.05,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.353613358,0.314134246,0.314134246,None,53,355.4751573,59.8173027,84.59081574,86.58089715,86.58089715,None,86.316,None,100,None,1
id-00000146,FALSE,652395099,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,TRUE,0,2,2,0.05,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.153523442,0.433555133,0.177791726,None,41,3151.728363,193.2583692,89.28566775,84.4207098,81.17565829,None,81.07453085,None,100,None,1
id-00000147,FALSE,1922527899,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,5,amazon-Musical_Instruments_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.106323862,0.105118572,0.105118572,None,40,917.2500491,103.6799979,78.45375501,80.61841942,80.61841942,None,80.9038774,None,100,None,1
id-00000148,FALSE,2044786107,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.139455322,0.287678872,0.147938391,None,56,2907.002335,195.9896662,89.16262805,89.47415027,83.03408236,None,82.91454163,None,100,None,1
id-00000149,FALSE,61035878,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,8,amazon-Software_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,0,0.1,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.169412155,0.216315244,0.216315244,None,46,94.54402542,5.431932926,87.42204124,83.91262632,83.91262632,None,84.91998623,None,100,None,1
id-00000150,FALSE,1177377941,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,10,imdb,0,256,0,0.1,0,TRUE,0,2,1,0.02,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.415676089,0.29140292,0.29140292,None,64,283.3504884,59.74751878,76.184052,88.0836403,88.0836403,None,88.148,None,100,None,1
id-00000151,FALSE,2135789175,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.069684327,0.092319778,0.092319778,None,63,10904.17286,357.4675441,87.00008054,84.25633459,84.25633459,None,85.4955106,None,100,None,1
id-00000152,FALSE,1002007921,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.063915386,0.076708847,0.076708847,None,91,9510.157075,218.3045106,86.03843656,84.04861229,84.04861229,None,84.45634522,None,100,None,1
id-00000153,FALSE,1331072698,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.167408721,0.193133954,0.193133954,None,59,209.4694345,6.490204096,87.90964648,86.88998926,86.88998926,None,85.67525357,None,100,None,1
id-00000154,FALSE,444140484,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.173740546,0.208723616,0.208723616,None,51,104.3623059,5.642463923,86.62959213,86.4430875,86.4430875,None,85.25767874,None,100,None,1
id-00000155,FALSE,75262051,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.166963373,0.13662487,0.13662487,None,49,2762.636427,220.2469037,78.41791286,83.58198857,83.58198857,None,83.10024418,None,100,None,1
id-00000156,FALSE,1119072243,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,0,0.1,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.135784262,0.138155103,0.138155103,None,55,1879.545135,129.7815719,83.72321515,84.23983241,84.23983241,None,85.32762714,None,100,None,1
id-00000157,FALSE,1258505927,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,10,imdb,0,256,2,0.5,0,TRUE,0,2,2,0.05,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.238881511,0.285004101,0.285004101,None,144,606.7134817,38.76347876,90.50840679,88.03121568,88.03121568,None,87.556,None,100,None,1
id-00000158,FALSE,529349176,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.110262545,0.097471112,0.097471112,None,88,20998.45383,498.8324218,82.52260631,85.21326234,85.21326234,None,84.5589001,None,100,None,1
id-00000159,FALSE,565425583,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.169574122,0.216681404,0.216681404,None,39,170.9409318,13.65742683,88.13489443,86.54304462,86.54304462,None,87.59649211,None,100,None,1
id-00000160,FALSE,2035686799,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.122486171,0.138746444,0.138746444,None,35,1731.44157,213.2749598,86.19757454,84.03240389,84.03240389,None,84.22880444,None,100,None,1
id-00000161,FALSE,1780741376,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,8,amazon-Software_5,0,256,0,0.1,0,TRUE,0,2,2,0.05,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.244423494,0.189690194,0.189690194,None,43,212.3875189,8.545048475,78.3596499,87.64075414,87.64075414,None,87.6666356,None,100,None,1
id-00000162,FALSE,1336113647,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,1,0.3,2,7,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.076659351,0.067363881,0.067363881,None,43,2403.162295,139.6134582,82.03394102,86.22886546,86.22886546,None,84.96640476,None,100,None,1
id-00000163,FALSE,1627569924,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,TRUE,0,2,0,0.01,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.266871065,0.2942325,0.2942325,None,52,327.0439749,71.55120349,88.88299079,87.52620007,87.52620007,None,87.368,None,100,None,1
id-00000164,FALSE,757206242,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.085808745,0.096818453,0.096818453,None,80,650.6430602,37.26201487,86.61600652,85.55652256,85.55652256,None,83.9067752,None,100,None,1
id-00000165,FALSE,886798777,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,6,amazon-Office_Products_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.088411664,0.092416082,0.092416082,None,50,5987.178864,472.5434022,84.15262049,83.3236431,83.3236431,None,83.86087622,None,100,None,1
id-00000166,FALSE,2115011964,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.099369034,0.101555049,0.101555049,None,49,5682.02377,513.1254497,84.70335216,86.21032519,86.21032519,None,84.37163772,None,100,None,1
id-00000167,FALSE,678482388,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,9,amazon-Video_Games_5,0,256,0,0.1,0,TRUE,0,2,0,0.01,0,0.1,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.18562199,0.269874228,0.180583507,None,37,2060.372086,178.2954407,88.9641422,78.81595251,85.05675193,None,84.897397,None,100,None,1
id-00000168,FALSE,250199109,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,0,0.1,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.222599153,0.211382598,0.211382598,None,102,308.4498494,6.614091158,82.67238645,84.79173688,84.79173688,None,84.99628371,None,100,None,1
id-00000169,FALSE,1158604864,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.075627843,0.091664357,0.091664357,None,97,11284.21788,345.6353524,86.94784432,84.17044532,84.17044532,None,84.59730702,None,100,None,1
id-00000170,FALSE,1782115608,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.126752972,0.109116026,0.109116026,None,38,6645.991005,621.7727058,79.70527613,81.64558352,81.64558352,None,81.19834065,None,100,None,1
id-00000171,FALSE,845758245,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.079311097,0.093706579,0.093706579,None,44,3478.531797,332.5084023,88.00750072,86.18022929,86.18022929,None,85.97038745,None,100,None,1
id-00000172,FALSE,712035356,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.074366763,0.097104417,0.097104417,None,59,522.7936873,34.82312417,83.66734601,82.23548149,82.23548149,None,83.86009239,None,100,None,1
id-00000173,FALSE,414907129,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.112199068,0.092617642,0.092617642,None,68,10074.40736,507.9369006,80.34238387,86.75369535,86.75369535,None,86.52104052,None,100,None,1
id-00000174,FALSE,1051690802,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.103244408,0.084436466,0.084436466,None,67,5446.331947,336.1357903,79.45033043,85.72722221,85.72722221,None,85.22111851,None,100,None,1
id-00000175,FALSE,1150330419,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.146268103,0.14479892,0.14479892,None,62,3418.128449,191.5499327,82.96902726,82.61029385,82.61029385,None,84.03436678,None,100,None,1
id-00000176,FALSE,346423623,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.051312167,0.069670348,0.069670348,None,57,2139.637125,139.0532055,89.30337288,85.43179952,85.43179952,None,85.33939641,None,100,None,1
id-00000177,TRUE,1159835281,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,0,one2one,1,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.065606674,0.116544308,0.080491478,0.03605283,30,1503.758735,222.4832828,94.1607852,92.94885018,87.50372651,98.39397385,86.83440222,98.47171533,100,100,1
id-00000178,TRUE,1359322073,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,0,one2one,1,0,1,1,0.1,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.079559959,0.144944238,0.09352577,0.051418468,31,3185.749185,487.161938,86.57561207,89.8814811,81.66705247,98.09590973,81.3186932,97.60892667,100,100,1
id-00000179,TRUE,398580318,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,0,0.1,0,1,0,one2one,1,0,1,0,0.05,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.053819381,0.135947362,0.071044311,0.064903052,46,2501.644889,222.5517285,87.06469102,91.31520102,85.28526929,97.34513274,84.36050173,96.3099631,100,100,1
id-00000180,TRUE,1694287906,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,0,0.1,1,3,0,one2one,1,0,1,0,0.05,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.062836731,0.140492879,0.07104189,0.069450989,38,2080.771076,220.5875311,84.62842485,90.34521455,82.00621857,98.68421053,81.66434769,96.812749,100,100,1
id-00000181,TRUE,852486250,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,0,0.1,None,None,0,one2one,1,0,1,1,0.1,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.073341522,0.123575774,0.092883035,0.030692739,44,8279.147215,517.2463307,87.7930729,92.53151322,86.64509631,98.41793013,86.09735579,98.67892016,100,100,1
id-00000182,TRUE,1919341055,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,0,0.1,None,None,0,one2one,1,1,0,2,0.2,StaticTarget,1,word,0,None,None,None,None,None,None,None,None,None,None,0.099787444,0.205475679,0.125085655,0.080390024,46,586.9624991,30.36367679,93.79234039,90.09399868,84.13536578,96.05263158,83.10321496,95.26734104,100,100,1
id-00000183,TRUE,1012283022,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,0,one2one,1,1,0,2,0.2,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.116320647,0.230174219,0.147726463,0.082447756,33,2639.420585,320.4812407,93.50993245,92.11987844,87.44784937,96.79190751,87.69980871,96.72687973,100,100,1
id-00000184,TRUE,1370586067,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,5,amazon-Musical_Instruments_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,0,one2one,1,1,0,2,0.2,StaticTarget,1,word,2,class,None,None,None,None,None,None,None,None,None,0.116160098,0.262211225,0.165743425,0.0964678,39,964.8712399,102.5223558,93.07740882,89.87556695,83.21970002,96.53143388,82.74789849,96.06831306,100,100,1
